-5.59093	0
-5.59015	0.00055492
-5.59016	0.000370154
-5.59062	0.000485888
-5.59071	0.000397006
-5.59076	0.000334104
-5.59078	0.000286867
-5.59062	0.000291369
-5.5904	0.00033571
-5.59042	0.00030302
-5.59048	0.000280444
-5.59049	0.000257262
-5.59044	0.00024122
-5.59035	0.000242316
-5.59027	0.000238353
-5.59034	0.000233739
-5.5903	0.000224174
-5.59035	0.000218822
-5.5904	0.000213207
-5.5904	0.000202547
-5.59036	0.000198003
-5.59034	0.00018965
-5.59036	0.000182568
-5.59038	0.000175868
-5.59041	0.000171528
-5.59046	0.000171025
-5.59046	0.000164696
-5.59043	0.000161816
-5.59048	0.0001639
-5.59051	0.000161766
-5.59052	0.00015683
-5.59055	0.000154168
-5.59056	0.000149873
-5.59054	0.000146355
-5.59052	0.000144395
-5.59054	0.000142165
-5.59056	0.000139926
-5.59059	0.000139965
-5.59061	0.00013711
-5.59058	0.000135778
-5.59058	0.000132522
-5.59055	0.000131967
-5.59055	0.000129078
-5.59052	0.000128066
-5.59052	0.00012536
-5.59051	0.000123162
-5.59049	0.000121765
-5.5905	0.000119447
-5.59048	0.000118547
-5.59047	0.000116196
-5.59048	0.000114148
-5.59049	0.000112078
-5.5905	0.00011076
-5.59049	0.000109412
-5.59049	0.000107486
-5.59048	0.000106305
-5.59047	0.000104746
-5.59049	0.000104091
-5.59049	0.000102341
-5.59048	0.00010123
-5.59049	9.99564e-05
-5.59047	9.95794e-05
-5.59047	9.80154e-05
-5.59048	9.68161e-05
-5.5905	9.65765e-05
-5.59051	9.58343e-05
-5.5905	9.45854e-05
-5.59048	9.50202e-05
-5.59046	9.59092e-05
-5.59044	9.62509e-05
-5.59045	9.52944e-05
-5.59046	9.41518e-05
-5.59047	9.38775e-05
-5.59049	9.41832e-05
-5.59051	9.45812e-05
-5.59051	9.3476e-05
-5.5905	9.36139e-05
-5.5905	9.24485e-05
-5.59051	9.20622e-05
-5.59052	9.12231e-05
-5.59053	9.05708e-05
-5.59053	8.96766e-05
-5.59055	8.94436e-05
-5.59054	8.88389e-05
-5.59053	8.79375e-05
-5.59054	8.71237e-05
-5.59055	8.64257e-05
-5.59054	8.56762e-05
-5.59055	8.51554e-05
-5.59055	8.43177e-05
-5.59056	8.34387e-05
-5.59055	8.27055e-05
-5.59056	8.20626e-05
-5.59053	8.50587e-05
-5.59053	8.42339e-05
-5.59052	8.40697e-05
-5.59051	8.3305e-05
-5.5905	8.31869e-05
-5.59049	8.26451e-05
-5.5905	8.18738e-05
