0.0838493	0
0.082033	0.00128425
0.0828005	0.00106099
0.084067	0.00135505
0.0841853	0.0010892
0.083986	0.000925725
0.0840617	0.000796563
0.0841442	0.000701255
0.0840899	0.000625436
0.0842018	0.000572807
0.0837094	0.00070109
0.0837437	0.000643504
0.0839128	0.000615804
0.0839184	0.000571844
0.083745	0.000559387
0.0838139	0.000528652
0.0840568	0.000550528
0.0838526	0.000556544
0.0836533	0.000561772
0.0834719	0.000562239
0.0834094	0.000538919
0.083467	0.000517487
0.0836748	0.000535086
0.0836908	0.000513031
0.0837162	0.000493136
0.0838726	0.00049836
0.083816	0.000483106
0.0836608	0.000490155
0.0836655	0.000473276
0.0837037	0.000459041
0.0837193	0.000444498
0.0836843	0.000431987
0.0836721	0.000419069
0.0837414	0.000412433
0.0836666	0.000407377
0.083601	0.000401295
0.0836222	0.000391006
0.0838083	0.000422715
0.0837245	0.000420115
0.0835833	0.000432689
0.0835047	0.000429207
0.083478	0.000419815
0.0834883	0.000410178
0.0834329	0.000404581
0.0834776	0.000398053
0.0834477	0.00039052
0.0834004	0.000385065
0.0834485	0.000380031
0.083439	0.000372393
0.0834504	0.000365119
0.0833956	0.000362047
0.0833083	0.000365466
0.0833485	0.000360772
0.0833553	0.000354155
0.0833843	0.000348906
0.0832988	0.000353009
0.0833044	0.00034686
0.0833765	0.000348307
0.0833542	0.000343116
0.0833447	0.000337529
0.0834207	0.000340437
0.0834189	0.000334951
0.0833881	0.000331055
0.0834185	0.000327275
0.0833485	0.000329631
0.0833141	0.000326425
0.0833556	0.000324175
0.0833655	0.000319558
0.0833798	0.000315248
0.0833929	0.000311016
0.0834009	0.000306739
0.0833933	0.000302572
0.0833904	0.000298442
0.0833855	0.000294449
0.0834152	0.000292013
0.0833833	0.000289908
0.0834051	0.000286959
0.083405	0.00028328
0.0833927	0.000279963
0.0833904	0.000276473
0.083389	0.000273063
0.0833822	0.000269817
0.0833919	0.000266739
0.0833969	0.00026361
0.0833919	0.000260555
0.0833579	0.000259734
0.0833881	0.000258495
0.0834125	0.000256706
0.083398	0.000254231
0.0833901	0.000251527
0.0833571	0.000250917
0.0833492	0.000248315
0.0833608	0.000245916
0.0833282	0.000245453
0.0833305	0.000242881
0.0833432	0.000240681
0.083328	0.000238677
0.0833139	0.000236658
0.0833436	0.000236118
0.083318	0.00023514
