-2.9925 0 0
-2.9775 0 0
-2.9625 0 0
-2.9475 0 0
-2.9325 0 0
-2.9175 0 0
-2.9025 0 0
-2.8875 0 0
-2.8725 0 0
-2.8575 0 0
-2.8425 0 0
-2.8275 0 0
-2.8125 0 0
-2.7975 0 0
-2.7825 0 0
-2.7675 0 0
-2.7525 0 0
-2.7375 0 0
-2.7225 0 0
-2.7075 0 0
-2.6925 0 0
-2.6775 0 0
-2.6625 0 0
-2.6475 0 0
-2.6325 0 0
-2.6175 0 0
-2.6025 0 0
-2.5875 0 0
-2.5725 0 0
-2.5575 1.36612e-05 1.33153e-05
-2.5425 1.36612e-05 1.33153e-05
-2.5275 0 0
-2.5125 1.36612e-05 1.33153e-05
-2.4975 1.36612e-05 1.33153e-05
-2.4825 5.46448e-05 3.11523e-05
-2.4675 1.36612e-05 1.33153e-05
-2.4525 1.36612e-05 1.33153e-05
-2.4375 1.36612e-05 1.33153e-05
-2.4225 0.000122951 4.5206e-05
-2.4075 5.46448e-05 3.11523e-05
-2.3925 0.00010929 3.56241e-05
-2.3775 0.00010929 3.56241e-05
-2.3625 0.000163934 5.25557e-05
-2.3475 0.00010929 4.05257e-05
-2.3325 0.000204918 5.75557e-05
-2.3175 0.000150273 4.08696e-05
-2.3025 0.000218579 5.32612e-05
-2.2875 0.000314208 5.21099e-05
-2.2725 0.000560109 0.000101268
-2.2575 0.000437158 9.3457e-05
-2.2425 0.000464481 7.50745e-05
-2.2275 0.00057377 0.000112487
-2.2125 0.000669399 0.000108389
-2.1975 0.000969945 0.000104889
-2.1825 0.00122951 0.000134547
-2.1675 0.00143443 0.000141807
-2.1525 0.00151639 0.000146468
-2.1375 0.00178962 0.000180695
-2.1225 0.00210383 0.000199004
-2.1075 0.00243169 0.000213307
-2.0925 0.00269126 0.00022636
-2.0775 0.00280055 0.000261265
-2.0625 0.00362022 0.000208865
-2.0475 0.00418033 0.000338015
-2.0325 0.00435792 0.000282278
-2.0175 0.00501366 0.000252104
-2.0025 0.00568306 0.000333848
-1.9875 0.00729508 0.000455187
-1.9725 0.00755464 0.000424718
-1.9575 0.00911202 0.000428655
-1.9425 0.00943989 0.000376849
-1.9275 0.0112158 0.000616263
-1.9125 0.0125683 0.000301786
-1.8975 0.0142486 0.000377739
-1.8825 0.0147268 0.00041432
-1.8675 0.0175 0.000509501
-1.8525 0.0182377 0.000634879
-1.8375 0.0201913 0.000434976
-1.8225 0.023306 0.000565613
-1.8075 0.0269262 0.000666878
-1.7925 0.0289071 0.000845583
-1.7775 0.031653 0.00101393
-1.7625 0.0345765 0.000924829
-1.7475 0.0382377 0.00074937
-1.7325 0.0394945 0.000754087
