1.48306	0
1.53626	0.0376203
1.5417	0.0254711
1.51059	0.0330276
1.52446	0.0291875
1.53256	0.0254224
1.52125	0.0241741
1.52792	0.0220531
1.52636	0.0196583
1.52474	0.0177589
1.52033	0.0166824
1.5191	0.0153378
1.52189	0.0144094
1.51947	0.0135815
1.52124	0.0127903
1.52239	0.0120432
1.51993	0.0115848
1.51829	0.0110558
1.51895	0.0104937
1.51791	0.0100207
1.5171	0.00957627
1.51348	0.00980068
1.51166	0.00954187
1.51227	0.00916327
1.51321	0.00884499
1.51283	0.00851294
1.51507	0.00848732
1.51399	0.00825196
1.51528	0.00806692
1.51446	0.00783953
1.51455	0.00758715
1.51449	0.00735031
1.51371	0.00716878
1.51472	0.00702867
1.51311	0.00700925
1.51284	0.00681977
1.51232	0.00665532
1.5119	0.00649327
1.50879	0.00703241
1.50769	0.00694183
1.50722	0.00678851
1.50652	0.00666256
1.50767	0.00660533
1.50687	0.00650293
1.50612	0.00640179
1.50591	0.00626607
1.50733	0.00629256
1.5077	0.00617219
1.50866	0.00611985
1.50776	0.00606241
1.50684	0.00601325
1.50559	0.00602669
1.50491	0.00595156
1.50461	0.00584892
1.5051	0.00576307
1.50284	0.00608482
1.50281	0.00597813
1.50417	0.00602567
1.50342	0.00596939
1.5045	0.00596599
1.50272	0.00612551
1.50216	0.0060531
1.50173	0.00597183
1.5004	0.00602468
1.49937	0.00601924
1.49918	0.00593105
1.49752	0.00607116
1.49712	0.00599517
1.49621	0.00597614
1.49598	0.00589532
1.49651	0.00583599
1.49689	0.00576732
1.49681	0.00568891
1.49592	0.00568086
1.49615	0.00560981
1.49514	0.00562546
1.49519	0.0055526
1.49534	0.00548336
1.49564	0.0054222
1.49613	0.00537694
1.497	0.0053791
1.49684	0.00531565
1.49727	0.00526851
1.49631	0.00529153
1.49704	0.00527826
1.49622	0.00527966
1.49668	0.00523924
1.49756	0.00525205
1.49738	0.00519613
1.49736	0.00513843
1.49756	0.00508594
1.498	0.00504957
1.4985	0.00501986
1.49871	0.00497098
1.49798	0.0049719
1.49817	0.00492391
1.49777	0.00488944
1.49739	0.00485461
1.49692	0.0048282
1.49806	0.00491227
